"V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15"
"Row23",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row24",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row25",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row26",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row27",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row28",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row29",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row30",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row31",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row32",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row33",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row34",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row35",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row36",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row37",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row38",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row39",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row40",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row41",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row42",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row43",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row44",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row45",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row46",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row47",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row48",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row49",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row50",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row51",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row52",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row53",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row54",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row55",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row56",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row57",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row58",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row59",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row60",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row61",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row62",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row63",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row64",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row65",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row66",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row67",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row68",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row69",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row70",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row71",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row72",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row73",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row74",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row75",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row76",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row77",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row78",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row79",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row80",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row81",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row82",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row83",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row84",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row85",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row86",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row87",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row88",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row89",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row90",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row91",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row92",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row93",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row94",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row95",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row96",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row97",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row98",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row99",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row100",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row101",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row102",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row103",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row104",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row105",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row106",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row107",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row108",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row109",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row110",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row111",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row112",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row113",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row114",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row115",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row116",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row117",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row118",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row119",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row120",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row121",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row122",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row123",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row124",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row125",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row126",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row127",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row128",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row129",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row130",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row131",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row132",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row133",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row134",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row135",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row136",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row137",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row138",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row139",0.0258198889747161,0.0263785835395842,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row140",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row141",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row142",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row143",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row144",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row145",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row146",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row147",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row148",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row149",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row150",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row151",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row152",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row153",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row154",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row155",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row156",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row157",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row158",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row159",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row160",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row161",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row162",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row163",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row164",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row165",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row166",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row167",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row168",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row169",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row170",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row171",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row172",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row173",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row174",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row175",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row176",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row177",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row178",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row179",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row180",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row181",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row182",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row183",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row184",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row185",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row186",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row187",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row188",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row189",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row190",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row191",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row192",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row193",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row194",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row195",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row196",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row197",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row198",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row199",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row200",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row201",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row202",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row203",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row204",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row205",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row206",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row207",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row208",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row209",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row210",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row211",0.0258198889747161,0,0.0249201771814045,0,0,0,0,0,0,0,0,0,0,0,0
"Row212",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row213",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row214",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row215",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row216",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row217",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row218",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row219",0.0258198889747161,0,0.0255527006244964,0,0,0,0,0,0,0,0,0,0,0,0
"Row220",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row221",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row222",0.0258198889747161,0,0.0256180951630783,0,0,0,0,0,0,0,0,0,0,0,0
"Row223",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row224",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row225",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row226",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row227",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row228",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row229",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row230",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row231",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row232",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row233",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row234",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row235",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row236",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row237",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row238",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row239",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row240",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row241",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row242",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row243",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row244",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row245",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row246",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row247",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row248",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row249",0.0258198889747161,0,0.0247033048934603,0,0,0,0,0,0,0,0,0,0,0,0
"Row250",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row251",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row252",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row253",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row254",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row255",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row256",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row257",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row258",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row259",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row260",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row261",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row262",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row263",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row264",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row265",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row266",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row267",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row268",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row269",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row270",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row271",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row272",0.0258198889747161,0,0.0254566813172464,0,0,0,0,0,0,0,0,0,0,0,0
"Row273",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row274",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row275",0.0258198889747161,0,0.0252404746226945,0,0,0,0,0,0,0,0,0,0,0,0
"Row276",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row277",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row278",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row279",0.0258198889747161,0,0.0252494420959495,0,0,0,0,0,0,0,0,0,0,0,0
"Row280",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row281",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row282",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row283",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row284",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row285",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row286",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row287",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row288",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row289",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row290",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row291",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row292",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row293",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row294",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row295",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row296",0.0258198889747161,0,0.0253342210186089,0,0,0,0,0,0,0,0,0,0,0,0
"Row297",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row298",0.0258198889747161,0,0.0263761979328953,0,0,0,0,0,0,0,0,0,0,0,0
"Row299",0.0258198889747161,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"Row300",0.0258198889747161,0.036858859000351,0,0.0465460039698996,0,0,0,0,0,0,0,0,0,0,0
"Row301",0.0258198889747161,0.0336250654581552,0,0.0493021188083982,0,0,0,0,0,0,0,0,0,0,0
"Row302",0.0258198889747161,0.0377044608671461,0,0.046794872682124,0,0,0,0,0,0,0,0,0,0,0
"Row303",0.0258198889747161,0.0373673772325567,0,0.0469355882691094,0,0,0,0,0,0,0,0,0,0,0
"Row304",0.0258198889747161,0.0403850459301398,0,0.0454965513774654,0,0,0,0,0,0,0,0,0,0,0
"Row305",0.0258198889747161,0.0391699979501499,0,0.0441224415928377,0,0,0,0,0,0,0,0,0,0,0
"Row306",0.0258198889747161,0.0406656096189253,0,0.0470431263905406,0,0,0,0,0,0,0,0,0,0,0
"Row307",0.0258198889747161,0.0386326400939545,0,0.0436000563385455,0,0,0,0,0,0,0,0,0,0,0
"Row308",0.0258198889747161,0.0393434356277945,0,0.0427825243183639,0,0,0,0,0,0,0,0,0,0,0
"Row309",0.0258198889747161,0.035495962603063,0,0.0446902603564393,0,0,0,0,0,0,0,0,0,0,0
"Row310",0.0258198889747161,0.0342622453345903,0,0.0430613341430165,0,0,0,0,0,0,0,0,0,0,0
"Row311",0.0258198889747161,0.0338406898865291,0,0.0468201750609208,0,0,0,0,0,0,0,0,0,0,0
"Row312",0.0258198889747161,0.0372427352119266,0,0.0464435272062331,0,0,0,0,0,0,0,0,0,0,0
"Row313",0.0258198889747161,0.0388900320537699,0,0.0445894669168912,0,0,0,0,0,0,0,0,0,0,0
"Row314",0.0258198889747161,0.037420990794541,0,0.0459785773456753,0,0,0,0,0,0,0,0,0,0,0
"Row315",0.0258198889747161,0.0379842201684221,0,0.0416734273315477,0,0,0,0,0,0,0,0,0,0,0
"Row316",0.0258198889747161,0.0369399325574787,0,0.0467082966966457,0,0,0,0,0,0,0,0,0,0,0
"Row317",0.0258198889747161,0.0366089473228581,0,0.0498529509830067,0,0,0,0,0,0,0,0,0,0,0
"Row318",0.0258198889747161,0.0368560396210811,0,0.0441162124212812,0,0,0,0,0,0,0,0,0,0,0
"Row319",0.0258198889747161,0.0368066643343646,0,0.0486730482556257,0,0,0,0,0,0,0,0,0,0,0
"Row320",0.0258198889747161,0.0365067824568623,0,0.0489680085370194,0,0,0,0,0,0,0,0,0,0,0
"Row321",0.0258198889747161,0.0361937145803114,0,0.0443300889364603,0,0,0,0,0,0,0,0,0,0,0
